"screen_name","text","stripped_text1"
"Steve32540993","@RealMidtown @jbizzy6969 @Anti_MagatCult @Annie20554592 @DesnoyerRobert @CS8numbers @therealBFizzzle @Ronnie__Lacy @Kellyring @Charles15704403 @hrt6017 @ThereseOSulliv2 @NatForTrump2024 @trevors241 @theProgEqualist @Sumbua8 @LanyJennifer @BarrennessBlack @jimaw63 @Albatross101422 @justasimplema20 @sammk1964 @MikeTheAverage1 @Rwhite506 @al_ravenna @TruthisnotT @IKnowNo45915048 @Animalsdonthate @Shopdogg2 @TinyDancer1477 @srasberry1 @VinceGottalotta @young_bruce @waywardmegan15 @gmartinharp @lostandlovinit @Jetson77 @_RespectedAgain @WebGuyTV @1Quetzalcoatl1 @SaltyBezerker @MarkBatin @Flattielover @Kyle40846039 @JDW714 @PaulaJo41820905 @najjar_richard @lee_whiten @CPT_Cosmosis @Jaynitess Good. Then we need to talk about what immunity means. Immunity is protection. Immunity is resistance. Take my earlier example - if an infected person sneezes right in your face, you will absolutely get Covid. But the vaccine will prevent the disease from spreading.","                                                  good then we need to talk about what immunity means immunity is protection immunity is resistance take my earlier example  if an infected person sneezes right in your face you will absolutely get covid but the vaccine will prevent the disease from spreading"
"Steve32540993","@RealMidtown @jbizzy6969 @Anti_MagatCult @Annie20554592 @DesnoyerRobert @CS8numbers @therealBFizzzle @Ronnie__Lacy @Kellyring @Charles15704403 @hrt6017 @ThereseOSulliv2 @NatForTrump2024 @trevors241 @theProgEqualist @Sumbua8 @LanyJennifer @BarrennessBlack @jimaw63 @Albatross101422 @justasimplema20 @sammk1964 @MikeTheAverage1 @Rwhite506 @al_ravenna @TruthisnotT @IKnowNo45915048 @Animalsdonthate @Shopdogg2 @TinyDancer1477 @srasberry1 @VinceGottalotta @young_bruce @waywardmegan15 @gmartinharp @lostandlovinit @Jetson77 @_RespectedAgain @WebGuyTV @1Quetzalcoatl1 @SaltyBezerker @MarkBatin @Flattielover @Kyle40846039 @JDW714 @PaulaJo41820905 @najjar_richard @lee_whiten @CPT_Cosmosis @Jaynitess Thatâ€™s what the jab does tootse. It generates an immune response and gives you antibodies which serve as protection should you later ingest the virus. Thatâ€™s it in a nutshell. Donâ€™t get the vaccine though. I could care less.","                                                  thatâ€™s what the jab does tootse it generates an immune response and gives you antibodies which serve as protection should you later ingest the virus thatâ€™s it in a nutshell donâ€™t get the vaccine though i could care less"
"Steve32540993","@jbizzy6969 @RealMidtown @Anti_MagatCult @Annie20554592 @DesnoyerRobert @CS8numbers @therealBFizzzle @Ronnie__Lacy @Kellyring @Charles15704403 @hrt6017 @ThereseOSulliv2 @NatForTrump2024 @trevors241 @theProgEqualist @Sumbua8 @LanyJennifer @BarrennessBlack @jimaw63 @Albatross101422 @justasimplema20 @sammk1964 @MikeTheAverage1 @Rwhite506 @al_ravenna @TruthisnotT @IKnowNo45915048 @Animalsdonthate @Shopdogg2 @TinyDancer1477 @srasberry1 @VinceGottalotta @young_bruce @waywardmegan15 @gmartinharp @lostandlovinit @Jetson77 @_RespectedAgain @WebGuyTV @1Quetzalcoatl1 @SaltyBezerker @MarkBatin @Flattielover @Kyle40846039 @JDW714 @PaulaJo41820905 @najjar_richard @lee_whiten @CPT_Cosmosis @Jaynitess Iâ€™m not bro. Your words. You said itâ€™s not a vaccine and she said they changed the definition. I responded that neither of you know what the purpose of a vaccine is. https://t.co/ZF3puzQv0S","                                                  iâ€™m not bro your words you said itâ€™s not a vaccine and she said they changed the definition i responded that neither of you know what the purpose of a vaccine is "
"Steve32540993","@RealMidtown @jbizzy6969 @Anti_MagatCult @Annie20554592 @DesnoyerRobert @CS8numbers @therealBFizzzle @Ronnie__Lacy @Kellyring @Charles15704403 @hrt6017 @ThereseOSulliv2 @NatForTrump2024 @trevors241 @theProgEqualist @Sumbua8 @LanyJennifer @BarrennessBlack @jimaw63 @Albatross101422 @justasimplema20 @sammk1964 @MikeTheAverage1 @Rwhite506 @al_ravenna @TruthisnotT @IKnowNo45915048 @Animalsdonthate @Shopdogg2 @TinyDancer1477 @srasberry1 @VinceGottalotta @young_bruce @waywardmegan15 @gmartinharp @lostandlovinit @Jetson77 @_RespectedAgain @WebGuyTV @1Quetzalcoatl1 @SaltyBezerker @MarkBatin @Flattielover @Kyle40846039 @JDW714 @PaulaJo41820905 @najjar_richard @lee_whiten @CPT_Cosmosis @Jaynitess (2 of 2) A vaccine cannot stop you from taking a large viral load, if an infected person sneezes in your face for instance. The vaccine intends to generate an immune response to prevent you from getting deathly ill. Itâ€™s true.","                                                   of  a vaccine cannot stop you from taking a large viral load if an infected person sneezes in your face for instance the vaccine intends to generate an immune response to prevent you from getting deathly ill itâ€™s true"
"SocProf","Whatâ€™s Really Behind Global Vaccine Hesitancy https://t.co/b6mZUVXDqf In addition to all of this, anto-vaxxers have been proselytizing on the developing countries for decades.","whatâ€™s really behind global vaccine hesitancy  in addition to all of this antovaxxers have been proselytizing on the developing countries for decades"
"matizqui","@jasonwoody @sailorrooscout ""all it does is prevent you from dying!"" - anti-vaxxers, assuming they are convincing you not to get the vaccine","  all it does is prevent you from dying  antivaxxers assuming they are convincing you not to get the vaccine"
"dajerseyboy","@gorskon I think the surprise isn't that there's anti-vaccine sentiment, but how easily and completely it's been mainstreamed."," i think the surprise isnt that there antivaccine sentiment but how easily and completely it been mainstreamed"
"Advocate1415","The biggest anti-vaxxer of all is.... the vaccine itself. Those millions of adverse reactions are a fucking killer for every propaganda shill out there.","the biggest antivaxxer of all is the vaccine itself those millions of adverse reactions are a fucking killer for every propaganda shill out there"
"LaurieJBarnes","Watching GH. Okay, a little tired of Carly yelling. As far as Jason. His character would still be alive if the actor wasn't anti-vaccine.","watching gh okay a little tired of carly yelling as far as jason his character would still be alive if the actor wasnt antivaccine"
"Mithra89020456","Chiropractors' association 'appalled and disappointed' by anti-vaccine statements at B.C. meeting | CBC News https://t.co/WnRiHMvANS The Covid Vaxx Is The Devils Candy !!","chiropractors association appalled and disappointed by antivaccine statements at bc meeting  cbc news  the covid vaxx is the devils candy "
"toomanybeards","@DanBoeckner America is very angry that China doesn't have a deranged anti-vaccine protest movement, and is trying to start one up.
Around a year ago, RFA was complaining about a 'journalist' jailed in China for trying to encourage resistance to vaccine lockdowns."," america is very angry that china doesnt have a deranged antivaccine protest movement and is trying to start one uparound a year ago rfa was complaining about a journalist jailed in china for trying to encourage resistance to vaccine lockdowns"
"OldSouthernDem","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/ZUBkzB8vlP","paul krugman argues the gop is procovid and is trying to keep the pandemic going "
"binxibooo","@TheKaranMenon Except for the fact the vaccine hesitancy and anti-vaxx sentiment is a bigger problem for South Africa."," except for the fact the vaccine hesitancy and antivaxx sentiment is a bigger problem for south africa"
"tramorabroad","@CheckpointRNZ She wants an alternative vaccine. Sheâ€™s not anti vax, sheâ€™s anti mandate and pro choice in what we inject into our bodies. How is that wrong?"," she wants an alternative vaccine sheâ€™s not anti vax sheâ€™s anti mandate and pro choice in what we inject into our bodies how is that wrong"
"yojoots","@TrutherUfo Tried doing some research on it. Here's most of what I found: https://t.co/IhkHERcdVi
https://t.co/GoGjgNBEOS
https://t.co/zsh5yepyDw
https://t.co/z6bqokONGl
https://t.co/Mc2F4hhxnM
https://t.co/aRWTNfC1oJ
https://t.co/BVjoVcrqsr
https://t.co/euzS8CQ8Pv
https://t.co/TPLeWsmM3T"," tried doing some research on it here most of what i found "
"ChristyCeeCK","It's important to understand this piece of South African vax hesitancy:

""In South Africa, vaccine hesitancy is higher among white South Africans than among Blacks, though whites are more likely to have been vaccinated, possibly because of better access.""

https://t.co/4gJzqDGpv6","it important to understand this piece of south african vax hesitancyin south africa vaccine hesitancy is higher among white south africans than among blacks though whites are more likely to have been vaccinated possibly because of better access"
"leeleslan","Big Mouth Ohio Rep. Jim Jordan says America is done with Covid.  He is dumb as a brick. Too bad that is not the truth.  Anything that comes from a Republican's mouth is made-up lie as the states that voted for Trump has a 50% increase in deaths because they have been anti-vaccine","big mouth ohio rep jim jordan says america is done with covid  he is dumb as a brick too bad that is not the truth  anything that comes from a republican mouth is madeup lie as the states that voted for trump has a  increase in deaths because they have been antivaccine"
"levihasherpez","okay, heres the thing though: ive been following gazi on instagram and hes gone full 180 and is now anti vaccine, and pro trump. 

gifted entertainer? absolutely. genuine revolutionary? i have my doubts. https://t.co/ELYAKKYOL9","okay heres the thing though ive been following gazi on instagram and hes gone full  and is now anti vaccine and pro trump gifted entertainer absolutely genuine revolutionary i have my doubts "
"ZEZUS__","Bitch?! I'm at this desk crying laughing. First off, no I wasn't aware... but she's a 24-yr old who was raised to be an anti-vaxxer and who quit because of the vaccine mandate. Am I surprised SHE'S a budding racist? Oh girl. https://t.co/RJ558DcH7x","bitch im at this desk crying laughing first off no i wasnt aware but she a yr old who was raised to be an antivaxxer and who quit because of the vaccine mandate am i surprised shes a budding racist oh girl "
"alyson_neel","For those who are scratching their heads about the name â€œDr. Robert Maloneâ€ - yes, thatâ€™s another well-known, national anti-vaxxer! Good summary by @factcheckdotorg <U+0001F447><U+0001F3FB>#lalege

https://t.co/BbSFNqsGR6","for those who are scratching their heads about the name â€œdr robert maloneâ€  yes thatâ€™s another wellknown national antivaxxer good summary by  ufuffblalege"
"bowlby4","Ron DeSantis and the Conservative Death Cult of Freedom | The New Republic https://t.co/BkGSS0pEPl","ron desantis and the conservative death cult of freedom  the new republic "
"slurpmynutts","@falling_star_99 @corystieg It would go away if you and your anti-vaccine cult would shut up about your â€œrightsâ€ and just wear a mask and get vaccinated. This pandemic would already be over if everyone would listen to facts and reason.","  it would go away if you and your antivaccine cult would shut up about your â€œrightsâ€ and just wear a mask and get vaccinated this pandemic would already be over if everyone would listen to facts and reason"
"Cabadobedia","@d_ylan7 @tamalama67 which years? anti-vaccination rallies have seen lots of police presence

the safer-schools rally I attended had zero police presence (second one, thankfully hired private security), the prior one was made uncomfortable by anti-vaccine provocateurs (which the police allowed)","  which years antivaccination rallies have seen lots of police presencethe saferschools rally i attended had zero police presence second one thankfully hired private security the prior one was made uncomfortable by antivaccine provocateurs which the police allowed"
"Barrabarra5","@TomthunkitsMind â€œnever heard of covid-toeâ€ sounds very trumpy, but Rodgers *is* very trumpy, or maybe he believes heâ€™s untouchable and invincible like other anti-vaccine and anti-science #maga."," â€œnever heard of covidtoeâ€ sounds very trumpy but rodgers is very trumpy or maybe he believes heâ€™s untouchable and invincible like other antivaccine and antiscience maga"
"oesparadys","This is a really good sollution for anti-vaxxers to get hold of a vaccine certificate <U+0001F447> https://t.co/LsQJmljHMQ","this is a really good sollution for antivaxxers to get hold of a vaccine certificate uf "
"MarkyMcMarksman","@Weydwin @jayfaz55 @thebenshambear @afneil The fact you think not needing a vaccine makes you anti vax sums you up perfectly. I also don't need a hysterectomy, so I must be anti women.","    the fact you think not needing a vaccine makes you anti vax sums you up perfectly i also dont need a hysterectomy so i must be anti women"
"DailyJLee","@Lymphomation @eliowa @EricTopol I like to disaggregate anti vaccine narratives pre covid relating to childhood immunization from post covid, covid vaccine apprehensions. These two were too easily conflates and used to snuff out rigorous academic and policy discussions.","   i like to disaggregate anti vaccine narratives pre covid relating to childhood immunization from post covid covid vaccine apprehensions these two were too easily conflates and used to snuff out rigorous academic and policy discussions"
"cappsie","@JCDeardeuff @BurgerLab12 @wjack76995 @JT375043170 @ghoppe @barryjohnreid21 @MdRisette @mcfunny @frugalsues @JSAHolmes @andylumm @ChrisJohnsonMD @MaureenStroud @bigmack600 @pawley_robert @nancy41603 @Chris_F_Carson @TierraHenson @lochard24 @NextGenRed @RTheatheist @johnnyutah66623 @BioVisionary @Bill20538001 @WhoCares011813 @livefre85257272 @Truth_in_Number @UnclebuckJ @Bebert701 @Kathmarval @ADevotedYogi @markmcdougall13 @nyob7714 @BrowningNeelyn @KayVonPaul @Alex_on_A14 @WendyOrent @Will_holliday1 @NateWeymouth @FineAndBrennan @JohnBee888 @carlsmythe @ItsAllLies1 @ADreyzen @RodFair2 @DEKKplans @KAMasse81 @jamesgordon4th @DontMes70957787 @Jenni86587557 Is it difficult to willfully ignore ALL the data supporting the vaccine efficacy? Are you completely anti-vaxx or just anti-COVID-vaxx?","                                                  is it difficult to willfully ignore all the data supporting the vaccine efficacy are you completely antivaxx or just anticovidvaxx"
"AMiller345","@DennisKendel This whole thing feels like a cover for their anti-mask/ anti-vaccine group. This is the same group who threatened to sue school divisions over mask mandates in the fall"," this whole thing feels like a cover for their antimask antivaccine group this is the same group who threatened to sue school divisions over mask mandates in the fall"
"Georgia58445456","Has Doug Ford endorsed what his daughter is doing? Is it his fault she's anti vaccine? https://t.co/3enWWS1JYa","has doug ford endorsed what his daughter is doing is it his fault she anti vaccine "
"Georgia58445456","Boots on the ground. Police are being suspended because they're anti vaccine. We need the police. I know they're terrible people but somebody has to do it. BIG PHARMA IS TAKING AWAY OUR POLICE FORCE.","boots on the ground police are being suspended because theyre anti vaccine we need the police i know theyre terrible people but somebody has to do it big pharma is taking away our police force"
"ethicypatriot","How anti-vaccine activists and the GOP are growing closer 

https://t.co/8r2jH9HeRi","how antivaccine activists and the gop are growing closer "
