"screen_name","text","stripped_text1"
"jbarab","@WaitButWhy11 @KimIversenShow Read. Learn. The information, data and facts are everywhere if you want to learn.  I'm assuming you don't, but in case you do, here's a starting point: https://t.co/GbJrFi47Gf","  read learn the information data and facts are everywhere if you want to learn  im assuming you dont but in case you do here a starting point "
"jbarab","@trixasis2 @KimIversenShow Actually, they don't. Plus the vaccine significantly reduces hospitalizations and deaths. Read. Learn. There is plenty of evidence out there if your mind is open. Here's a start for you: https://t.co/GbJrFi47Gf","  actually they dont plus the vaccine significantly reduces hospitalizations and deaths read learn there is plenty of evidence out there if your mind is open here a start for you "
"jbarab","@DavidGiacomin @swani741 @KimIversenShow Read. Learn. There is plenty of evidence out there if your mind is open. Here's a start for you: https://t.co/GbJrFi47Gf","   read learn there is plenty of evidence out there if your mind is open here a start for you "
"jbarab","@mathewleutwyler @KimIversenShow Read. Learn. Otherwise, you're just wasting my time.  There is plenty of evidence out there if your mind is open. Here's a start for you: https://t.co/GbJrFi47Gf","  read learn otherwise youre just wasting my time  there is plenty of evidence out there if your mind is open here a start for you "
"RudySDOwens","Don't laugh. It's real. The son of our last president spoke at an #Antivax event where a main speaker, Carrie Madej, said vaccines contained microscopic technology designed to turn humans into cyborgs. It's 2021 CE not 1421 CE, but not for this movement. https://t.co/3o09H4C1uQ","dont laugh it real the son of our last president spoke at an antivax event where a main speaker carrie madej said vaccines contained microscopic technology designed to turn humans into cyborgs it  ce not  ce but not for this movement "
"SteveL202","Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans https://t.co/Er1MaaObx3","inside the growing alliance between antivaccine activists and protrump republicans "
"KarmiahPea","@julius_sky @m_underscore_c Honestly though, who on the transplant waitlist is rejecting the vaccine? With all the trust they put in medicine and science to the point of consenting to a transplant, you think theyâ€™re also anti-vaxx? Highly unlikely. This hashtag has caused unnecessary harm.","  honestly though who on the transplant waitlist is rejecting the vaccine with all the trust they put in medicine and science to the point of consenting to a transplant you think theyâ€™re also antivaxx highly unlikely this hashtag has caused unnecessary harm"
"commonsensesgt","John Witcher, a truly terrible doctor.

MS hospital fires doctor, anti-vaccine leader for treating COVID patients with ivermectin https://t.co/AOkf9WbxBE via @Yahoo","john witcher a truly terrible doctorms hospital fires doctor antivaccine leader for treating covid patients with ivermectin  "
"DrIanWeissman","As the U.S. heads into midterm elections next year, the political right and the anti-vaccine movement are drawing ever-closer together â€” potentially at the cost of thousands of American lives. @RasuShrestha @AlexMMTri @brainbanker #ScienceOverPolitics  https://t.co/hsqlC4CMZD","as the us heads into midterm elections next year the political right and the antivaccine movement are drawing evercloser together â€” potentially at the cost of thousands of american lives    scienceoverpolitics  "
"Rescue6592","INSANE: Dictionary Changes ""Anti-Vaxxer"" Definition To Include Those Who Oppose Vaccine MANDATES
/ Ben Shapiro 
(Link in Comments)
https://t.co/0BpAYkfPAj","insane dictionary changes antivaxxer definition to include those who oppose vaccine mandates ben shapiro link in comments"
"markjc2002","@sara_praeger @bennyjohnson The trouble is, no one is vaccinated. People have received injectable anti-immunal therapies... Not a vaccine.","  the trouble is no one is vaccinated people have received injectable antiimmunal therapies not a vaccine"
"CruellasBFF","@GOP Iâ€™ve lost patients with the anti vaccine people - let them go, no vaccine then you donâ€™t get to keep you job."," iâ€™ve lost patients with the anti vaccine people  let them go no vaccine then you donâ€™t get to keep you job"
"Donkeyslayer5","@endings_unhappy The study is questionable, although it is possible that getting the vaccine 'could' lead to a small subsection of ""heart disease"" the correlation is much stronger for those suffering serious Covid-19 infection. Once again anti-vaxxers clinging to bad info
https://t.co/ZTUHFqPUOR"," the study is questionable although it is possible that getting the vaccine could lead to a small subsection of heart disease the correlation is much stronger for those suffering serious covid infection once again antivaxxers clinging to bad info"
"TerryPolevoy","@FourWinns298 Rocco Galati links to anti-vaccine &amp; anti-lockdown doctors reported by the CBC. https://t.co/tdvf97PR3c"," rocco galati links to antivaccine  antilockdown doctors reported by the cbc "
"frankshines","The crisis of vaccine hesitancy and the crisis of cratering trust in institutions are one and the same, writes @olgakhazan: https://t.co/rSorZgSZ45","the crisis of vaccine hesitancy and the crisis of cratering trust in institutions are one and the same writes  "
"BruiserK","@list0pher @KCCINews Not only are you anti vaccine, but you support the enemy.","  not only are you anti vaccine but you support the enemy"
"BruiserK","@monikaroseneal @Pattonator2 @SteveDeaceShow So, William is anti vaxxer as well.  When someone talks about how these vaccines kill you, they are the mark of the beast, etcâ€¦then they are anti vaccine.","   so william is anti vaxxer as well  when someone talks about how these vaccines kill you they are the mark of the beast etcâ€then they are anti vaccine"
"BruiserK","@monikaroseneal @Pattonator2 @SteveDeaceShow Anti mandate is one thing.  When you spout 99% survival (3 million dead), experimental, jabs donâ€™t work, etcâ€¦you are anti vaccine.  And you canâ€™t have an intelligent conversation so you go to insults","   anti mandate is one thing  when you spout  survival  million dead experimental jabs donâ€™t work etcâ€you are anti vaccine  and you canâ€™t have an intelligent conversation so you go to insults"
"BruiserK","@monikaroseneal @Pattonator2 @SteveDeaceShow Anti vaccine. Got it.  <U+0001F44D>","   anti vaccine got it  ufd"
"BruiserK","@monikaroseneal @Pattonator2 @SteveDeaceShow Again, insults show you have lost. Then hold to your principles and anti vaccine stance. If you get COVID, donâ€™t run to the hospital.  Stay home and take horse paste.  Donâ€™t take a hospital bed.","   again insults show you have lost then hold to your principles and anti vaccine stance if you get covid donâ€™t run to the hospital  stay home and take horse paste  donâ€™t take a hospital bed"
"BruiserK","@Pattonator2 @SteveDeaceShow It doesnâ€™t jive with Steveâ€™s anti vaccine stance.  The anti vaccine crowd wants the vaccines stopped for either political purposes (continuing the pandemic makes Biden look bad) or they are whacked (mark of the beast, etc).  They say they are anti mandate, they are anti vax.","  it doesnâ€™t jive with steveâ€™s anti vaccine stance  the anti vaccine crowd wants the vaccines stopped for either political purposes continuing the pandemic makes biden look bad or they are whacked mark of the beast etc  they say they are anti mandate they are anti vax"
"BruiserK","@monikaroseneal @Pattonator2 @SteveDeaceShow Yep, anti vaccine.  Donâ€™t pretend otherwise.  Why do you want the pandemic to continue?","   yep anti vaccine  donâ€™t pretend otherwise  why do you want the pandemic to continue"
"BruiserK","@list0pher @KCCINews Youâ€™re anti vaccine though.","  youâ€™re anti vaccine though"
"BruiserK","@monikaroseneal @Pattonator2 @SteveDeaceShow So you resort to name calling.  Anti vaccine and rude.","   so you resort to name calling  anti vaccine and rude"
"BruiserK","@list0pher @KCCINews No, you are anti vaccine.  And your hero Trump pushed for the vaccines.  Was Operation Warp Speed a failure?","  no you are anti vaccine  and your hero trump pushed for the vaccines  was operation warp speed a failure"
"NeuroCandies","@KhrystineS @TravisAllen02 Oh they still have a choice, theyâ€™re not forced to get the vaccine. If they donâ€™t want to get vaccinated, they can stay the fuck at home.

Those of us who have been shouldering the burden for the anti-vaxxers/anti-maskers are tired of it. No one has the right to infect others.","  oh they still have a choice theyâ€™re not forced to get the vaccine if they donâ€™t want to get vaccinated they can stay the fuck at homethose of us who have been shouldering the burden for the antivaxxersantimaskers are tired of it no one has the right to infect others"
"ryanstrang","@JohnPaulDanko @becky_buck I struggle with this congratulations as she was found to be anti-Indigenous &amp; anti-Black on multiple occasions and opposed the vaccine mandate.","  i struggle with this congratulations as she was found to be antiindigenous  antiblack on multiple occasions and opposed the vaccine mandate"
"Thanx4AllDaFish","If we really want anti-vaxxers to get the vaccine, just promote it with free Michelob Ultra, Bud Light Seltzer, and Fireball shots","if we really want antivaxxers to get the vaccine just promote it with free michelob ultra bud light seltzer and fireball shots"
"WattsDPOY","@kevlar0682 Damn I mean keep up the anti masking then please itâ€™s working out well ;) https://t.co/S20xs4OM9M"," damn i mean keep up the anti masking then please itâ€™s working out well  "
"MariaOzLakshmi","@autistic_muse @Utopiana @PFort35 @DonateLifeToday made a mandatory vaccine policy for donor recipients. The outrage caused amongst the anti-mandate and anti-vax movement has given the issue of registering to donate our organs more advertising.
I am keen to know if they end up with a gain or loss of donors?","    made a mandatory vaccine policy for donor recipients the outrage caused amongst the antimandate and antivax movement has given the issue of registering to donate our organs more advertisingi am keen to know if they end up with a gain or loss of donors"
"lexequity","@AndrewJ31046657 If you don't have the flu vaccine are you an anti-vaxxer? Just wondering because there's two standards"," if you dont have the flu vaccine are you an antivaxxer just wondering because there two standards"
"joannephelps79","Heâ€™s complicit in furthering an anti-vaccine agenda. Heâ€™s an anti-vaxxer. #lalege https://t.co/7RzCDfz5h5","heâ€™s complicit in furthering an antivaccine agenda heâ€™s an antivaxxer lalege "
"mistahbuhau","@mysteriouskat @BretWeinstein Yeah, let's respect people who bring on anti-vaccine talk show host and SAY NOT A SINGLE WORD about their anti-vaccine stance.","  yeah let respect people who bring on antivaccine talk show host and say not a single word about their antivaccine stance"
"mistahbuhau","@AndrewYang @HeatherEHeying @BretWeinstein You spelled ""anti vaccine talk show hosts wrong"".","   you spelled anti vaccine talk show hosts wrong"
"mistahbuhau","@midori_oshii @BretWeinstein GIVE THE ANTI-VACCINE TALK SHOW HOSTS YOUR MONEY, YOU SUCKER!","  give the antivaccine talk show hosts your money you sucker"
"mistahbuhau","Hey Twitter.

Stop suggesting anti-vaccine cult shit to me. Thanks. https://t.co/hwBay1qQoK","hey twitterstop suggesting antivaccine cult shit to me thanks "
"mistahbuhau","@JamesTreakle @AndrewYang @HeatherEHeying @BretWeinstein @JoHenrich Bret and Heather are anti vaccine talk show hosts.","     bret and heather are anti vaccine talk show hosts"
"mistahbuhau","@BrandonLBradfor The anti vaccine movement definitely gives him more money than any other online community he's been a part of."," the anti vaccine movement definitely gives him more money than any other online community he been a part of"
"mistahbuhau","@NicholasBardy @mysteriouskat @gorskon @BretWeinstein Nobody is asking that the darkhorse hucksters be 100% correct all the time. Everyone gets shit wrong. The thing most people want is for people to cop to being wrong. But if someone's brand is anti-vaccine, they're never gonna do that.","    nobody is asking that the darkhorse hucksters be  correct all the time everyone gets shit wrong the thing most people want is for people to cop to being wrong but if someone brand is antivaccine theyre never gonna do that"
"mistahbuhau","@NicholasBardy @mysteriouskat @BretWeinstein Learn to spell.

Also, Bret and Heather are anti-vaccine talk show hosts.","   learn to spellalso bret and heather are antivaccine talk show hosts"
"mistahbuhau","@Anaspiauk @BretWeinstein No, you agree with their anti-vaccine talk show. Otherwise you'd be annoyed that Yang didn't say shit about their anti-vaccine talk show.","  no you agree with their antivaccine talk show otherwise youd be annoyed that yang didnt say shit about their antivaccine talk show"
"mistahbuhau","This is his way of making sure white nationalists and anti vaccine loons give him money. https://t.co/2FiXwJ1LmM","this is his way of making sure white nationalists and anti vaccine loons give him money "
"mistahbuhau","@RuthCar92384461 @BretWeinstein You're basic. And they're anti-vaccine talk show hosts. Shame on Andrew Yang, and shame one you, Becky.","  youre basic and theyre antivaccine talk show hosts shame on andrew yang and shame one you becky"
"mistahbuhau","You spelled ""anti vaccine talk show hosts"" wrong. https://t.co/53FAS4cW25","you spelled anti vaccine talk show hosts wrong "
"mistahbuhau","@BretWeinstein People are talking about your anti-vaccine talk show where you pretend you're scientists. FOH."," people are talking about your antivaccine talk show where you pretend youre scientists foh"
"718Tv","Adherents of this religion usually claim they ""follow the science"" but this is not true. Simple science based questions can make them irate. For example: why would people who have anti-bodies from natural immunity need a vaccine?","adherents of this religion usually claim they follow the science but this is not true simple science based questions can make them irate for example why would people who have antibodies from natural immunity need a vaccine"
"bornblonde0077","@lynlinking @MailOnline @WgarNews Iâ€™m with the anti vaccine guys on this one .","   iâ€™m with the anti vaccine guys on this one "
"eurojournalENG","How anti-vaccine activists and the GOP are growing closer :Â EuroJournal https://t.co/ELEyGlZGPL","how antivaccine activists and the gop are growing closer â eurojournal "
"vidong1","@Balagorang Jones need to look at his own country that has nearly a million deaths due to people like him pushing anti mask anti vaccine and anti lockdown. https://t.co/XxkbI2hiaS"," jones need to look at his own country that has nearly a million deaths due to people like him pushing anti mask anti vaccine and anti lockdown "
"DE3x2ydy_dx","MS hospital fires doctor, anti-vaccine leader for treating COVID patients with ivermectin https://t.co/iOl0PAKkNX via @YahooNews","ms hospital fires doctor antivaccine leader for treating covid patients with ivermectin  "
"WayneVinson5","@OrchestratorM Anti-vaxxers oppose the vaccine outright. Anti-vax mandate means that you oppose compelled vaccinations; that people should be able to choose whether or not to inject an experimental therapy into their bodies."," antivaxxers oppose the vaccine outright antivax mandate means that you oppose compelled vaccinations that people should be able to choose whether or not to inject an experimental therapy into their bodies"
"andylumm","@zeetubes @provaxtexan @ogilville1 @TakeThatEarth @sj_ca1867 @JimeeLiberty @sammy44231 @VENGYNCE @PaulDesmoParker @skepticalprune @doom37455413 @Monstercoyliar @AndrewLazarus4 @_mamadeb @kath2cats @rpagano697 @J_EmpyreanGoals @MsTrixter @richykirsh @runhack @immunotoxPhD @swedishchf @alisonpalk @sailor_man_dan @SkepticalMutant @satekor @paco7320 @SultaneAlexand1 @kevinault @mcfunny @tenebra99 @Sara4843 @deralteGaukler @janem1276 @raouldukeerik @handmadekathy @namagoy @Tony__Heller @Kathmarval @Fannyi5 @TechARP @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @DevoDalek @FactPhily @JamesLynchGTC @quintic @SoupTomatoSoup You anti vaccine are full of fear.","                                                  you anti vaccine are full of fear"
"NoEnemiesLeft","@rosievws @40yearsyoung1 @GOP This person is out of their league. Which most anti-vaxxers are. Mind you they kicked off the conversation by not realizing the J&amp;J vaccine wasn't an mRNA.

It seems to be a lost cause.","   this person is out of their league which most antivaxxers are mind you they kicked off the conversation by not realizing the jj vaccine wasnt an mrnait seems to be a lost cause"
"AngieCoiro","@RegimeChangeBC Also: check out Jane Orient, its completely illegitimate, politically-motivated, headline-mongering, anti-vaccine nutbag. Not the banner carrier a legit org would get anywhere near."," also check out jane orient its completely illegitimate politicallymotivated headlinemongering antivaccine nutbag not the banner carrier a legit org would get anywhere near"
"AfricanPatriot6","Truth that requires no addition nor subtraction. Covid-19 vaccine is man made and the vaccine was done in at least less than a year. 

Like I always say â€œScientists creates computer viruses and sell you anti-virusâ€ same is true with Covid-19 https://t.co/NXVnR5Ck1Y","truth that requires no addition nor subtraction covid vaccine is man made and the vaccine was done in at least less than a year like i always say â€œscientists creates computer viruses and sell you antivirusâ€ same is true with covid "
"CrankInstitute","Crikey shows up more Liberal Party links among the religious conservatives stoking antivax protests. Strong implication of a network existing to build an exploitable, moneymaking far-right base + preference-harvest through extremist minor parties.
#auspol
https://t.co/Rep87R1pkU","crikey shows up more liberal party links among the religious conservatives stoking antivax protests strong implication of a network existing to build an exploitable moneymaking farright base  preferenceharvest through extremist minor partiesauspol"
"vashlash","@SallyMayweather @RepDanCrenshaw Nazis were anti Vax lol. These are liberals and communists you're talking about. Both teamed up to fight the nazis. You're literally pointing at the opposite people. NONE of us fascists support vaccine mandates and registries. You're just wrong and reaffirming leftist narratives.","  nazis were anti vax lol these are liberals and communists youre talking about both teamed up to fight the nazis youre literally pointing at the opposite people none of us fascists support vaccine mandates and registries youre just wrong and reaffirming leftist narratives"
"whiskey_pretty","Y'all need to settle down with the anti-vaxx crap. Had a coworker try to start a fight over the fact that I had 9 to 5 as my nap alarm and Dolly Parton got vaccinated and the vaccine is evil. I just literally woke up from a power nap on break.","yall need to settle down with the antivaxx crap had a coworker try to start a fight over the fact that i had  to  as my nap alarm and dolly parton got vaccinated and the vaccine is evil i just literally woke up from a power nap on break"
"JohnNea20957805","@eucalyptus_life @michaelrentiers @oregon_mom_ Seems like there's a lot of conflicting evidence on both sides of the issue. Look, I'm not anti-vaccine. I'm anti mandate. I've said that before. I'm anti-big government, always have been, always will be. You give up a little here and there then it's suddenly everything","   seems like there a lot of conflicting evidence on both sides of the issue look im not antivaccine im anti mandate ive said that before im antibig government always have been always will be you give up a little here and there then it suddenly everything"
"ExposeShyIdiots","@capkronos @Justin49072238 @Elizabe84039351 @POTUS not a bot or anti vaccine just anti Ludacris acts that dont make sense. like keeping info from the people is not ok unless its agents that need to be hidden so they can preform their jobs. other then that things should be clear but they arnt.","    not a bot or anti vaccine just anti ludacris acts that dont make sense like keeping info from the people is not ok unless its agents that need to be hidden so they can preform their jobs other then that things should be clear but they arnt"
"KapilLantigua","@Mtor581 @KimIversenShow So if you are against a vaccine mandate that violates the Nuremberg code you are an anti vaxxer? Got it.","  so if you are against a vaccine mandate that violates the nuremberg code you are an anti vaxxer got it"
"SpinDetective2","S.O.S! SENATE REPUBLICAN/JOE MANCHIN ANTI-COVID SAFETY CREW set to ban Bidenâ€™s Vaccine Mandate to DEFY 65% of Americans who support it AND help FOXified Anti-Mandate Minority infect more people! CALLEMOUT
https://t.co/7BJioUv8J0 VOTEMOUT! SHARE LINK! 
https://t.co/jj8b9lEMnf","sos senate republicanjoe manchin anticovid safety crew set to ban bidenâ€™s vaccine mandate to defy  of americans who support it and help foxified antimandate minority infect more people callemout votemout share link "
"Johno48919112","@BBCNews If youâ€™re white and vaccine hesitant you are a crazy anti  vaxxer, but if youâ€™re black you are just lacking the right information to make the correct decision"," if youâ€™re white and vaccine hesitant you are a crazy anti  vaxxer but if youâ€™re black you are just lacking the right information to make the correct decision"
"spindetective","S.O.S! SENATE REPUBLICAN/JOE MANCHIN ANTI-COVID SAFETY CREW set to ban Bidenâ€™s Vaccine Mandate to DEFY 65% of Americans who support it AND help FOXified Anti-Mandate Minority infect more people! CALLEMOUT
https://t.co/qeFuqGIsJo VOTEMOUT! SHARE LINK! 
https://t.co/t6tWMzUenA","sos senate republicanjoe manchin anticovid safety crew set to ban bidenâ€™s vaccine mandate to defy  of americans who support it and help foxified antimandate minority infect more people callemout votemout share link "
"veggheers","@GentlemanBstrd @FreeYxe @DrKyle Haha you know nothing, she is a retired cop and her husband a doctor. They are pro choice not anti vax. Dont forget the vaccine has killed 15000 in the usa minimum.Learn about your enemies b4 running your mouth https://t.co/hpUirxa8sQ","   haha you know nothing she is a retired cop and her husband a doctor they are pro choice not anti vax dont forget the vaccine has killed  in the usa minimumlearn about your enemies b running your mouth "
"agitator_of_all","@tedcruz Look at all the sheep tweeting ignorance,yet to notice that regardless of vaccination or anti vaxer its not going away because vaccinated catch and pass it the only thing being unvaccinated does is put themselves at risk for death if you believe the lies.BTW its not a vaccine"," look at all the sheep tweeting ignoranceyet to notice that regardless of vaccination or anti vaxer its not going away because vaccinated catch and pass it the only thing being unvaccinated does is put themselves at risk for death if you believe the liesbtw its not a vaccine"
"plasticbandages","@straczynski In Canada, you can no longer leave the country without government approval - no different to the CCP's exit visa. I'm not against the vaccines, and I'm vaccinated, but vaccine passports are bullshit and something that Clark's govt would enforce. Completely anti-democratic."," in canada you can no longer leave the country without government approval  no different to the ccp exit visa im not against the vaccines and im vaccinated but vaccine passports are bullshit and something that clark govt would enforce completely antidemocratic"
"sheakashea","@joelockhart and Dr Christiane Northrup a top ten purveyor of anti-vaccine info on the web."," and dr christiane northrup a top ten purveyor of antivaccine info on the web"
"cchungphoto","Anti-Vaccine mandate protestors attempted to disrupt a Healdsburg City Council meeting Monday night. The council decided to hold the meeting online. https://t.co/sAPH0ke73W","antivaccine mandate protestors attempted to disrupt a healdsburg city council meeting monday night the council decided to hold the meeting online "
"myblackassmind","I donâ€™t even like to talk about my disabilities bc thereâ€™s no cure/they cost too much for me to have ever afforded to treat &amp; now, in talking about my vaccine side effects, people just act like Iâ€™m an anti-vaxxer when really Iâ€™m just poor with anxiety &amp; brain damage lmfaooooooo.","i donâ€™t even like to talk about my disabilities bc thereâ€™s no curethey cost too much for me to have ever afforded to treat  now in talking about my vaccine side effects people just act like iâ€™m an antivaxxer when really iâ€™m just poor with anxiety  brain damage lmfaooooooo"
"jonathanstea","@PeterHotez @Twitter @AuschwitzMuseum @BnaiBrith @ADL @CCDHate @HolocaustMuseum Thank you, @PeterHotez.

Thereâ€™s few things uglier than the marriage between anti-vaccine zealotry and antisemitism.","       thank you €™s few things uglier than the marriage between antivaccine zealotry and antisemitism"
"newrepublic","â€œFrom this day on, I hereby announce that I shall prefer driving on the left-hand side of the road. Iâ€™ve always been kind of an Anglophile anyway. It just feels right to me.â€œ

https://t.co/xx1CWmyVsJ","â€œfrom this day on i hereby announce that i shall prefer driving on the lefthand side of the road iâ€™ve always been kind of an anglophile anyway it just feels right to meâ€œ"
"newrepublic","Ron DeSantis and his cronies have a deeply perverse definition of â€œindividual freedoms.â€
https://t.co/QtfRH08AEX","ron desantis and his cronies have a deeply perverse definition of â€œindividual freedomsâ€"
"newrepublic","If the general population had gotten the vaccine, weâ€™d be close to herd immunity, probably, and perhaps on a trajectory back to something like normal life. Thatâ€™s what freedom really is.
https://t.co/LmEP5pd6q6","if the general population had gotten the vaccine weâ€™d be close to herd immunity probably and perhaps on a trajectory back to something like normal life thatâ€™s what freedom really is"
"combatchris3","@BettySera3 So the doctors you trust to perform the surgery. And to prescribe the anti-rejection drugs. And the drug companies to make the anti-rejection drugs...

But you don't trust them when they say to get the vaccine? Talk about a logical disconnect."," so the doctors you trust to perform the surgery and to prescribe the antirejection drugs and the drug companies to make the antirejection drugsbut you dont trust them when they say to get the vaccine talk about a logical disconnect"
"dudley_it","@BluesYelly @TheTorontoSun @suntooz The real enemies are the incredible stupid people that are anti vaccine.","   the real enemies are the incredible stupid people that are anti vaccine"
"mshook","@DirigoDuke @MEPublicHealth @nirav_mainecdc (There is also suspicion that anti-vaccine activists have purposely inflated the number of reports in the database.)
https://t.co/5uaZBPCaUv
#vaccine #vaers","   there is also suspicion that antivaccine activists have purposely inflated the number of reports in the databasevaccine vaers"
"EplexM","@MattDillonLOL @mysteriouskat @BretWeinstein Did he ask Bret or Heather anything about their constant barrage of bullshit anti-vaccine propaganda? You'd think a good intentioned person might ask questions about that. Hmmm.","   did he ask bret or heather anything about their constant barrage of bullshit antivaccine propaganda youd think a good intentioned person might ask questions about that hmmm"
"H_S_Global","From @TheAtlantic: Whatâ€™s Really Behind Global Vaccine Hesitancy
Countries with low vaccination rates are suffering from more than just inequity
Read more: https://t.co/VTqB2Jn9wp
#healthsystems #globalhealth #healthcare #hpsr #HSS https://t.co/dwnqOyFb4f","from  whatâ€™s really behind global vaccine hesitancycountries with low vaccination rates are suffering from more than just inequityread more healthsystems globalhealth healthcare hpsr hss "
"bethspen","@WJWarriors If only these culturally significant and important protests got a fraction of the media attention given to the anti-covid-vaccine marches."," if only these culturally significant and important protests got a fraction of the media attention given to the anticovidvaccine marches"
"macpj","@TheAngryEpi @trish_zornio Hell we canâ€™t even get more than 59% of our population to be open to vaccination! How would we get the rest of these things accomplished against Trump and his eco-chamber of allies &amp; supporters who are anti-vaccine &amp; anti-masking?","  hell we canâ€™t even get more than  of our population to be open to vaccination how would we get the rest of these things accomplished against trump and his ecochamber of allies  supporters who are antivaccine  antimasking"
"sanjanah","Hattotuwa said the most aggressive anti-vaccine activity tracked by the Disinformation Project is on Telegram...""[a] hellscape of toxicity in Aotearoa"". | Covid 19 Delta outbreak: Anti-vaccine accounts are surging on Facebook, new analysis reveals https://t.co/YCGJsTEDXz","hattotuwa said the most aggressive antivaccine activity tracked by the disinformation project is on telegrama hellscape of toxicity in aotearoa  covid  delta outbreak antivaccine accounts are surging on facebook new analysis reveals "
"zaziethedog","@BillyReinhardt Oh, he's not anti-vaccine, he's just anti-every-available-vaccine. Glad that's cleared up."," oh he not antivaccine he just antieveryavailablevaccine glad that cleared up"
"dld64376621","Seems there's one big cabal going on with world  leaders of the ""climate changing, Covid fear producing, jab pushing, anti capitalism countries where they're all acting the same to control people into their vaccine mandates or they won't be able to work, shop, get health care.","seems there one big cabal going on with world  leaders of the climate changing covid fear producing jab pushing anti capitalism countries where theyre all acting the same to control people into their vaccine mandates or they wont be able to work shop get health care"
"RamZar1","How anti-vaccine activists and the GOP are growing closer 

https://t.co/HkhuDTHf0o","how antivaccine activists and the gop are growing closer "
"sdterp","I'm case you're sorry on time, it's due to populism.

Whatâ€™s Really Behind Global Vaccine Hesitancy - The Atlantic - https://t.co/E0sErdsCU3","im case youre sorry on time it due to populismwhatâ€™s really behind global vaccine hesitancy  the atlantic  "
"MarieDAmico","@ashishkjha I agree with some other comments; don't say ""no one likes mandates"" as that feeds into anti-vaxx sentiments. Vaccine mandates are the way we got rid of polio, smallpox, measles, mumps, and other deadly diseases. All we're asking is the same for COVID."," i agree with some other comments dont say no one likes mandates as that feeds into antivaxx sentiments vaccine mandates are the way we got rid of polio smallpox measles mumps and other deadly diseases all were asking is the same for covid"
"ItsaLearning","@FoxNews Donâ€™t worry @FoxNews. We have a real President now to deal with Russia so you can stick with espousing anti-vaccine messaging that keeps killing off your target audience."," donâ€™t worry  we have a real president now to deal with russia so you can stick with espousing antivaccine messaging that keeps killing off your target audience"
"nicetohootyou","@ScepticalAussie @MackayIM Also calling anyone an â€œanti vaxxer botâ€ who doesnâ€™t agree with widespread vaccine mandates is another unproductive way to have this discussion. https://t.co/6SqFZ8dYAn","  also calling anyone an â€œanti vaxxer botâ€ who doesnâ€™t agree with widespread vaccine mandates is another unproductive way to have this discussion "
"doc_holliday50","@IPreferPi314 @LeonidasPlatan1 Yeah, unfortunately thereâ€™s no changing their mind. Anti-vaxxers aside though, there are many others who would prefer a more traditional vaccine for themselves &amp; their children. Donâ€™t see the harm in providing that alternative.","  yeah unfortunately thereâ€™s no changing their mind antivaxxers aside though there are many others who would prefer a more traditional vaccine for themselves  their children donâ€™t see the harm in providing that alternative"
"smyrkyanne","@ellymelly @AnnastaciaMP You do realise that those undergoing transplant have to be vaccinated against anything there is a vaccine for, as once they have the transplant the anti rejection drugs stop them being able to fight infections properly?","  you do realise that those undergoing transplant have to be vaccinated against anything there is a vaccine for as once they have the transplant the anti rejection drugs stop them being able to fight infections properly"
"NeverForget2007","@cryptojacknews So you watched an hour documentary in ten minutes? No wonder you believe anti-vaccine bullshit."," so you watched an hour documentary in ten minutes no wonder you believe antivaccine bullshit"
"Zahidkh34156760","@GGrucilla If one decides not to take vaccine he or she should also historically would have decided not take a flu jab or anti tetanus shot etc etc.  The person  must than be respected for his or her decision but none the less cannot be allowed to make others lives at danger at the same tym"," if one decides not to take vaccine he or she should also historically would have decided not take a flu jab or anti tetanus shot etc etc  the person  must than be respected for his or her decision but none the less cannot be allowed to make others lives at danger at the same tym"
"Concern11711115","@Girish_cbe @callumjodwyer They are concerned about the vaccine causing cytokine storm. This has led to death in one US patient just under 30 days from last symptom on 1st Vax. that I know of. Your issue is immune over response. Water all day, tumeric, anti-inflammatory diet. You will get through. <U+0001F49D>","  they are concerned about the vaccine causing cytokine storm this has led to death in one us patient just under  days from last symptom on st vax that i know of your issue is immune over response water all day tumeric antiinflammatory diet you will get through ufd"
"amelioratrix","@Poetron5000 @Sycorax7 Ha! I think they're more anti-union, because the Federation didn't oppose the vaccine mandate","  ha i think theyre more antiunion because the federation didnt oppose the vaccine mandate"
"ecowrite","@fileckert @PatsKarvelas @ASIOGovAu @HighCourtofAus Absurd video. Having lived under the dictatorship of the apartheid government, I find this anti-vaccine propaganda video from Australians bizarre and untrue. Especially odd as the government is actively targeting environmental protesters, not the anti-vaccine mob.","    absurd video having lived under the dictatorship of the apartheid government i find this antivaccine propaganda video from australians bizarre and untrue especially odd as the government is actively targeting environmental protesters not the antivaccine mob"
"BFriedmanDC","Climate change, population growth, increasing economic disparities and a global shift toward anti-intellectual fascism are really helping to move this along https://t.co/M6ItOWFq4h","climate change population growth increasing economic disparities and a global shift toward antiintellectual fascism are really helping to move this along "
"EricWesselow","@CurvyWolf I don't want vaccine mandates because it's just going to make anti-vaxxers extra anti, shits not gonna lead to more vaccinated people"," i dont want vaccine mandates because it just going to make antivaxxers extra anti shits not gonna lead to more vaccinated people"
